best_L,best_S,is_lo,is_hi,is_start,is_end,is_bars,profit,worst_dd,npdd,trades,pv,slpg,e0
710,0.005,10000,138743,2018-11-22 14:25:00,2026-04-10 15:00:00,128744,1409651.820000008,-16520.534999999334,85.32724999523712,399.0,1000.0,0.07,100000.0
