entry_bar,exit_bar,entry_time,exit_time,side,pnl
129890,129898,2025-10-09T09:15,2025-10-09T09:55,1,4025.5300000002608
130032,130159,2025-10-13T09:05,2025-10-14T13:40,1,34429.4300000004
130177,130180,2025-10-15T09:10,2025-10-15T09:25,1,-3497.070000000065
130246,130302,2025-10-15T14:55,2025-10-16T13:35,1,7242.430000000168
130320,130321,2025-10-17T09:05,2025-10-17T09:10,1,21509.930000000168
130346,130374,2025-10-17T11:15,2025-10-17T13:35,1,-3895.570000000065
130376,130386,2025-10-17T13:45,2025-10-17T14:35,1,-3105.0699999998324
130464,130467,2025-10-21T09:05,2025-10-21T09:20,1,-4149.369999999879
130824,130896,2025-10-28T09:05,2025-10-29T09:05,-1,24596.830000000075
130981,131022,2025-10-30T10:10,2025-10-30T13:35,-1,-181.6699999999255
131532,131599,2025-11-10T14:05,2025-11-11T13:40,1,12855.430000000168
131688,131691,2025-11-13T09:05,2025-11-13T09:20,1,5881.930000000168
132552,132578,2025-12-01T09:05,2025-12-01T11:15,1,16315.529999999795
133202,133344,2025-12-12T09:15,2025-12-16T09:05,1,10160.03000000026
133632,133708,2025-12-22T09:05,2025-12-23T09:25,1,28412.430000000168
133715,133758,2025-12-23T10:00,2025-12-23T13:35,1,-3654.869999999879
133776,133789,2025-12-24T09:05,2025-12-24T10:10,1,-159.77000000001863
133921,133922,2025-12-26T09:10,2025-12-26T09:15,1,-4483.070000000298
134164,134197,2025-12-31T11:25,2025-12-31T14:10,-1,6053.930000000168
134568,134571,2026-01-12T09:05,2026-01-12T09:20,1,2200.029999999795
134694,134771,2026-01-13T13:35,2026-01-14T14:00,1,5247.630000000354
134928,134930,2026-01-19T09:05,2026-01-19T09:15,1,4737.530000000028
135054,135140,2026-01-20T13:35,2026-01-21T14:45,1,42457.630000000354
135216,135217,2026-01-23T09:05,2026-01-23T09:10,1,9939.929999999935
135226,135243,2026-01-23T09:55,2026-01-23T11:20,1,-5202.069999999367
135273,135278,2026-01-23T13:50,2026-01-23T14:15,1,-4328.469999999972
135288,135298,2026-01-26T09:05,2026-01-26T09:55,1,22370.929999999702
135356,135359,2026-01-26T14:45,2026-01-26T15:00,1,-694.4699999999721
135432,135434,2026-01-28T09:05,2026-01-28T09:15,1,14205.129999999888
135440,135487,2026-01-28T09:45,2026-01-28T13:40,1,19039.930000000168
135504,135505,2026-01-29T09:05,2026-01-29T09:10,1,40844.529999999795
135508,135513,2026-01-29T09:25,2026-01-29T09:50,1,3057.8300000003073
135561,135573,2026-01-29T13:50,2026-01-29T14:50,1,-152.96999999997206
135649,135651,2026-02-02T09:10,2026-02-02T09:20,-1,25328.53000000026
135705,135706,2026-02-02T13:50,2026-02-02T13:55,-1,2224.9300000001676
135712,135719,2026-02-02T14:25,2026-02-02T15:00,-1,-5040.369999999879
136368,136369,2026-02-24T09:05,2026-02-24T09:10,1,12674.929999999935
136656,136661,2026-03-02T09:05,2026-03-02T09:30,1,16084.830000000075
136676,136736,2026-03-02T10:45,2026-03-03T09:45,1,8571.929999999935
137376,137379,2026-03-16T09:05,2026-03-16T09:20,-1,4409.8300000000745
137543,137587,2026-03-18T11:00,2026-03-18T14:40,-1,-3961.070000000298
137592,137599,2026-03-19T09:05,2026-03-19T09:40,-1,25815.029999999795
137649,137663,2026-03-19T13:50,2026-03-19T15:00,-1,15539.229999999981
137664,137665,2026-03-20T09:05,2026-03-20T09:10,-1,20467.430000000168
137736,137737,2026-03-23T09:05,2026-03-23T09:10,-1,61659.93000000017
137790,137795,2026-03-23T13:35,2026-03-23T14:00,-1,3742.630000000121
137796,137798,2026-03-23T14:05,2026-03-23T14:15,-1,1879.8300000000745
137800,137804,2026-03-23T14:25,2026-03-23T14:45,-1,8103.8300000000745
137805,137806,2026-03-23T14:50,2026-03-23T14:55,-1,-67.36999999987893
138528,138529,2026-04-08T09:05,2026-04-08T09:10,1,-584.4699999997392
