entry_bar,exit_bar,entry_time,exit_time,side,pnl
27512,27584,2020-06-22T09:05,2020-06-23T09:05,1,351.6059675296565
27656,27746,2020-06-24T09:05,2020-06-29T10:35,1,54.414216761739226
27872,27944,2020-07-01T09:05,2020-07-02T09:05,1,-8.449612403128413
28304,28376,2020-07-09T09:05,2020-07-10T09:05,1,-65.18502267074655
28743,28808,2020-07-17T09:40,2020-07-20T09:05,-1,-194.65701330990123
28952,28955,2020-07-22T09:05,2020-07-22T09:20,1,1682.9501243235427
29096,29171,2020-07-24T09:05,2020-07-27T09:20,1,962.8097118618898
29182,29195,2020-07-27T10:15,2020-07-27T11:20,1,583.8715811028524
29240,29244,2020-07-28T09:05,2020-07-28T09:25,1,351.53283603920136
29672,29673,2020-08-05T09:05,2020-08-05T09:10,1,283.5936814392189
29740,29870,2020-08-05T14:45,2020-08-07T13:35,1,1110.081907269312
30032,30105,2020-08-12T09:05,2020-08-13T09:10,-1,1307.9464677490323
30608,30619,2020-08-24T09:05,2020-08-24T10:00,-1,48.91472868221172
31916,31976,2020-09-17T10:05,2020-09-18T09:05,-1,-270.77226853885804
32120,32132,2020-09-22T09:05,2020-09-22T10:05,-1,893.5834430305695
32186,32191,2020-09-22T14:35,2020-09-22T15:00,-1,-197.0410998975858
32217,32324,2020-09-23T11:10,2020-09-24T14:05,-1,1208.7216615474608
33472,33488,2020-10-26T13:45,2020-10-27T09:05,-1,-234.25040222315874
33621,33632,2020-10-28T14:10,2020-10-29T09:05,1,-763.5081175954401
33633,33776,2020-10-29T09:10,2020-11-02T09:05,-1,242.82068158555194
34064,34122,2020-11-06T09:05,2020-11-06T13:55,1,124.75208424744778
34136,34203,2020-11-09T09:05,2020-11-09T14:40,1,-232.4659938569239
34208,34221,2020-11-10T09:05,2020-11-10T10:10,-1,180.80005850519228
34701,34787,2020-11-18T14:10,2020-11-20T09:20,-1,59.66505777393468
34928,35142,2020-11-24T09:05,2020-11-26T14:55,-1,1525.454146555392
35216,35241,2020-11-30T09:05,2020-11-30T11:10,-1,617.2195407343097
35648,35747,2020-12-08T09:05,2020-12-09T11:20,1,361.9321339769813
36210,36366,2020-12-17T13:55,2020-12-21T14:55,1,1228.9644580956956
37016,37036,2021-01-05T09:05,2021-01-05T10:45,1,19.252596167905722
37088,37142,2021-01-06T09:05,2021-01-06T13:35,1,-188.98200965338037
37304,37310,2021-01-11T09:05,2021-01-11T09:35,-1,1898.3223636097682
38447,38469,2021-02-01T14:20,2021-02-02T10:10,1,-220.44317683187546
38528,38546,2021-02-03T09:05,2021-02-03T10:35,-1,-88.07517917212681
38600,38668,2021-02-04T09:05,2021-02-04T14:45,-1,415.61064794508275
38672,38728,2021-02-05T09:05,2021-02-05T13:45,-1,178.0064355711511
38960,38986,2021-02-18T09:05,2021-02-18T11:15,-1,330.207693432807
39032,39053,2021-02-19T09:05,2021-02-19T10:50,-1,-4.866169372544391
39446,39466,2021-02-26T13:35,2021-03-01T09:15,-1,763.7750475354551
39536,39590,2021-03-02T09:05,2021-03-02T13:35,-1,486.69445663294755
39752,39812,2021-03-05T09:05,2021-03-05T14:05,-1,302.2860903904948
40400,40472,2021-03-18T09:05,2021-03-19T09:05,1,168.22144215292064
40976,41114,2021-03-30T09:05,2021-03-31T14:35,-1,980.0394910049799
41192,41264,2021-04-02T09:05,2021-04-06T09:05,1,-83.38013748716912
41463,41545,2021-04-08T13:40,2021-04-09T14:30,1,224.21091121836798
41894,41915,2021-04-16T13:35,2021-04-19T09:20,1,297.4009068304731
42129,42188,2021-04-22T09:10,2021-04-22T14:05,1,-214.82667836773908
42560,42627,2021-04-30T09:05,2021-04-30T14:40,-1,-21.393886207370088
42704,42848,2021-05-07T09:05,2021-05-11T09:05,1,486.3287991808611
43133,43233,2021-05-14T14:50,2021-05-18T11:10,1,977.3043732630322
43381,43430,2021-05-20T11:30,2021-05-21T09:35,1,-251.4801813661761
43496,43568,2021-05-24T09:05,2021-05-25T09:05,1,-74.10706450190628
43640,43702,2021-05-26T09:05,2021-05-26T14:15,1,361.42021354392637
44134,44166,2021-06-03T14:15,2021-06-04T10:55,-1,1348.0078982009727
44720,44821,2021-06-17T09:05,2021-06-18T11:30,-1,653.4927599825314
44864,44888,2021-06-21T09:05,2021-06-21T11:05,-1,-109.19555360535742
45368,45440,2021-06-30T09:05,2021-07-01T09:05,-1,112.10033640492475
45586,45728,2021-07-05T09:15,2021-07-07T09:05,1,185.90463653640472
45800,45854,2021-07-08T09:05,2021-07-08T13:35,1,-238.44814977323404
45876,45937,2021-07-09T09:25,2021-07-09T14:30,1,-90.19599239429226
45945,45968,2021-07-12T09:10,2021-07-12T11:05,1,-257.0381746380299
46106,46304,2021-07-14T10:35,2021-07-19T09:05,1,246.39900541171664
46543,46592,2021-07-22T11:00,2021-07-23T09:05,-1,-213.30554336696514
46748,46808,2021-07-27T10:05,2021-07-28T09:05,-1,-230.63770659643342
46953,47024,2021-07-30T09:10,2021-08-02T09:05,1,-198.26970893665566
47384,47385,2021-08-09T09:05,2021-08-09T09:10,-1,1571.7317536931369
47528,47557,2021-08-11T09:05,2021-08-11T11:30,-1,-174.1948222904175
48176,48248,2021-08-24T09:05,2021-08-25T09:05,1,89.04929062456358
48457,48483,2021-08-27T14:30,2021-08-30T10:40,1,151.25493637565523
48824,48950,2021-09-06T09:05,2021-09-07T13:35,1,-229.27746087458218
49040,49112,2021-09-09T09:05,2021-09-10T09:05,-1,-129.40909755745088
49184,49209,2021-09-13T09:05,2021-09-13T11:10,-1,-87.53400614313432
49456,49538,2021-09-16T13:45,2021-09-17T14:35,-1,527.8236068451661
49688,49747,2021-09-24T09:05,2021-09-24T14:00,-1,-114.97294134856202
49895,50048,2021-09-28T14:20,2021-10-08T09:05,-1,103.33918385251309
50336,50480,2021-10-14T09:05,2021-10-18T09:05,1,329.1107210764312
51416,51488,2021-11-04T09:05,2021-11-05T09:05,-1,-51.27541319292504
51560,51630,2021-11-08T09:05,2021-11-08T14:55,1,446.3258739213634
51636,51927,2021-11-09T09:25,2021-11-15T09:40,1,780.3466432644345
52352,52593,2021-11-23T09:05,2021-11-26T11:10,-1,815.4058797717444
52784,52843,2021-12-01T09:05,2021-12-01T14:00,-1,-149.33011554772384
52928,53000,2021-12-03T09:05,2021-12-06T09:05,-1,-181.06918238993967
53352,53360,2021-12-10T14:25,2021-12-13T09:05,-1,-248.24776948947692
53507,53576,2021-12-15T09:20,2021-12-16T09:05,-1,-68.81234459555708
53648,53792,2021-12-17T09:05,2021-12-21T09:05,1,214.39666520411265
53948,54224,2021-12-23T10:05,2021-12-29T09:05,1,-87.84115840273444
54368,54440,2021-12-31T09:05,2022-01-04T09:05,1,-181.9175076788233
54648,54800,2022-01-06T14:25,2022-01-11T09:05,-1,80.7415533127496
54998,55088,2022-01-13T13:35,2022-01-17T09:05,1,-269.70454877874
55304,55448,2022-01-20T09:05,2022-01-24T09:05,1,32.97206377069233
55592,55664,2022-01-26T09:05,2022-01-27T09:05,1,-250.90975574072218
55670,55808,2022-01-27T09:35,2022-02-07T09:05,-1,133.2645897323673
56168,56193,2022-02-14T09:05,2022-02-14T11:10,1,322.3533713617944
56240,56312,2022-02-15T09:05,2022-02-16T09:05,1,115.59602164689568
56456,56467,2022-02-18T09:05,2022-02-18T10:00,1,64.12607868949999
56528,56534,2022-02-21T09:05,2022-02-21T09:35,1,-211.2139827409701
